name,locations,nation,outsourcing,product,working_schedule,overtime
Titan Technology Corporation,"Phu Nhuan, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
TJ Tech,"Thanh Xuan, Ha Noi",Singapore,False,True,Monday - Friday,True
T.L.K Group,"District 10, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
TLsoft,"Da Nang, Ha Noi",Viet Nam,True,False,Monday - Friday,True
TMA Solutions,"Ho Chi Minh, Ho Chi Minh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
TMON,"Phu Nhuan, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
Tokenomy,Ho Chi Minh,Malaysia,False,True,null,False
TOKIGAMES,Others,Singapore,False,True,Monday - Friday,False
TOMAZ,Others,Viet Nam,False,True,Monday - Friday,False
TOMOCHAIN Việt Nam,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
TOMOSIA Việt Nam,Ha Noi,Viet Nam,True,False,Monday - Friday,False
Tổng Công ty Hoà Bình Minh,"Ha Dong, Ha Noi",Viet Nam,False,True,Monday - Friday,False
"Toshiba Software Development (Viet Nam) Co, Ltd","Ba Dinh, Ha Noi",Japan,False,True,Monday - Friday,False
Tower  Hanoi,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Friday,False
TP Entertainment,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
TP&P Technology,"Tan Binh, Ho Chi Minh",United States,True,False,Monday - Friday,False
TPS Software,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
TQS GROUP,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
TradeLink Technologies Ltd,"District 1, Ho Chi Minh",United States,False,True,Monday - Friday,False
Transcosmos Technologic Arts,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,False
"TRENTE Vietnam Co., Ltd ","Cau Giay, Ha Noi",Japan,True,False,Monday - Friday,False
Trí Anh Solution ,"District 10, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Tribal Media House Technology Lab Co. Ltd.,"Cau Giay, Ha Noi",Japan,False,True,Monday - Friday,False
"Tri Nam TDI.,JSC","Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Tri Thuc Moi,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Tron E Tech INC,Ho Chi Minh,Philippines,False,True,Monday - Friday,False
TrophyRoom,Ho Chi Minh,Singapore,False,True,Monday - Friday,False
True Money,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Trung Nguyen International,"District 3, Ho Chi Minh",Singapore,False,True,null,False
Trung tâm công nghệ thông tin MobiFone,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Trường Doanh Nhân PACE ,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
Trusting Social,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
TTC Solutions,"Ha Dong, Ha Noi",Viet Nam,False,True,Monday - Friday,False
TTT Corporation,"District 1, Ho Chi Minh",Viet Nam,False,True,null,False
T-VAN HILO,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
TYME Digital,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
UniAdmissions,Ho Chi Minh,United Kingdom,False,True,Monday - Friday,False
Unicap,"Ba Dinh, Ha Noi",Viet Nam,False,True,null,False
Uniccs Viet Nam,"Tan Binh, Ho Chi Minh",Japan,False,True,Monday - Friday,True
UNIDO,"Ba Dinh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Unimob ,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
UNIT Corp,"Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Unitech ,"Hai Chau, Da Nang",Viet Nam,True,False,Monday - Friday,False
Urbanfox,"District 3, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
URBOX,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
User Experience Researchers,"Tan Binh, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Usol Vietnam,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,False
V3SI,"Phu Nhuan, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
VACOM,Ha Noi,Viet Nam,False,True,Monday - Friday,False
VAECO,Ha Noi,Viet Nam,False,True,Monday - Friday,False
Văn Phòng Đào tạo Quốc tế - Đại học Bách Khoa,Ho Chi Minh,Viet Nam,False,True,Monday - Friday,False
VDATA,"Dong Da, Ha Noi",Viet Nam,False,True,null,False
Vedan,Others,Viet Nam,False,True,Monday - Friday,False
Velacorp,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
Velotrade,"District 3, Ho Chi Minh",Hong Kong,False,True,Monday - Friday,False
Verz Design,"Binh Thanh, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
VeXeRe,"Tan Phu, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
Vgroup,"Dong Da, Ha Noi",Viet Nam,True,False,Monday - Friday,True
VHV,"Tay Ho, Ha Noi",Viet Nam,True,False,Monday - Saturday,False
VICO GROUP,"Hai Ba Trung, Ha Noi",Viet Nam,True,False,Monday - Friday,False
Viện Công nghệ viễn thông ,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Viện Thẩm Mỹ Quốc Tế Linh Anh,"District 10, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Viễn thông Khánh Hội,Ho Chi Minh,Viet Nam,False,True,Monday - Friday,False
VietChem,"Hai Ba Trung, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VietCom,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
VietCont ,"Ho Chi Minh, Others",Viet Nam,False,True,Monday - Friday,False
Vietec,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Việt Engineering,Ho Chi Minh,Viet Nam,False,True,Monday - Friday,False
Vietmobi,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
VietnamCredit,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
VIET NAM HUMAN ENGINEERING (VHEC),"Nam Tu Liem, Ha Noi",Viet Nam,True,False,Monday - Friday,True
Vietnam International Bank (VIB),"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
"Vietnam - QT ESS., JSC","Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
VietSunshine,"Ho Chi Minh, Ho Chi Minh, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VIETTECH SMART SYS JSC,"Tan Binh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Viettel Group,"Other, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Viettel Media,"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
VietUnion (Payoo),"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Việt Vang,"District 5, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Viet Vuong Telecom,Ha Noi,Viet Nam,False,True,null,False
Viet Wave,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Vigilant Video,"Phu Nhuan, Ho Chi Minh",United States,True,False,Monday - Friday,False
Vimotech,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Saturday,True
Vinaresearch,"District 3, Ho Chi Minh",Japan,True,False,Monday - Friday,False
VINATTI,Ha Noi,Viet Nam,False,True,Monday - Friday,False
Vincere,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
Vinova,"Go Vap, Ho Chi Minh",Singapore,True,False,Monday - Friday,True
Viosoft Vietnam,"Bac Tu Liem, Ha Noi",United States,False,True,Monday - Friday,False
VIRALWORKS,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Virtual Desire Events (VDEs),"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Vision Vietnam,"Ho Chi Minh, Ha Noi",Japan,True,False,Monday - Friday,True
Vitalify Asia,"District 3, Ho Chi Minh",Japan,True,False,Monday - Friday,True
VLAB J.S.C,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
VMG Media,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Vmodev Hà Nội,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,False
VNDIRECT,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VNEXT SOFTWARE,"Cau Giay, Ha Noi",Japan,True,False,Monday - Friday,False
VNG Corporation,"Ho Chi Minh, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
VNIB Tech,"Tan Binh, Ho Chi Minh",Republic of Korea,False,True,Monday - Friday,False
VN Ngày Nay,"District 4, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
VNPAY,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,True
Vnpt Bình Phước,Others,Viet Nam,False,True,Monday - Friday,False
VNPT Technology,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Vntrip OTA,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VPBank,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,False
VSB Việt Nam ,"Hoang Mai, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VSIT,"Binh Thanh, Ho Chi Minh",Viet Nam,False,True,null,False
VSSOFT,"Ha Dong, Ha Noi",Viet Nam,False,True,Monday - Friday,False
VTI,"Cau Giay, Ha Noi",Viet Nam,True,False,Monday - Friday,True
VTL-Solutions Ltd.,"District 5, Ho Chi Minh",Hong Kong,False,True,Monday - Saturday,False
VTPostTek (A Member of Viettel Post),"Nam Tu Liem, Ha Noi",Viet Nam,False,True,Monday - Saturday,False
VTSWAY,"Tan Binh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
Vulcan Labs,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
VUS,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
VVM,"Dong Da, Ha Noi",Viet Nam,False,True,Monday - Friday,False
W2solution Việt Nam,"Other, Ho Chi Minh",Japan,True,False,Monday - Friday,False
W360S - Vua Hệ Thống,"Lầu 6, Silver Sea Tower, 47 Bacu, P.1, TP.Vũng Tàu",Viet Nam,False,True,null,False
Wall Street English,"District 3, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
Wasabi,"District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Wavelength Opto-Electronic,Ho Chi Minh,Singapore,False,True,Monday - Friday,False
Waverley Software,"Tan Binh, Ho Chi Minh",United States,True,False,Monday - Friday,False
WebCool,"Ha Noi, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Web Sai Gon,"Phu Nhuan, Ho Chi Minh",United States,True,False,Monday - Friday,True
WECASH,"District 1, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
WECHEER.IO,"Phu Nhuan, Ho Chi Minh",Switzerland,False,True,Monday - Friday,False
WEEGOON GLOBAL,"Thanh Xuan, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Wirecard (Vietnam),"Ho Chi Minh, Ha Noi",Germany,False,True,Monday - Friday,False
WIRED ASIA PACIFIC VIETNAM,"Hai Ba Trung, Ha Noi",Japan,True,False,Monday - Friday,False
Wisewires,"Cau Giay, Ha Noi",Republic of Korea,True,False,Monday - Friday,True
Wizeline,"District 10, Ho Chi Minh",United States,False,True,Monday - Friday,False
Wizworks | Phúc Thái,"Ha Dong, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Wollyong Việt Nam,"Ha Noi, Ha Noi",Viet Nam,False,True,Monday - Friday,False
Wonderlabs,"District 4, Ho Chi Minh",Singapore,True,False,Monday - Friday,False
Woodsland,"Other, Ha Noi",Viet Nam,False,True,null,False
World Mosquito Program,"District 1, Ho Chi Minh",Australia,False,True,Monday - Friday,False
WTV Global,"Cau Giay, Ha Noi",United Kingdom,False,True,Monday - Friday,False
xboss,"District 1, Ho Chi Minh",Viet Nam,False,True,Monday - Saturday,True
Xoontec,"Phu Nhuan, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
"Xtrans VN Co., Ltd","District 1, Ho Chi Minh",Japan,False,True,Monday - Friday,True
Xvolve,"Cau Giay, Ha Noi",United States,False,True,Monday - Saturday,True
YILUFA,Others,Viet Nam,False,True,Monday - Friday,False
YouthDev,"Binh Thanh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,False
YST Việt Nam,"44 Phùng Chí Kiên, P. An Đông, Thành phố Huế",Viet Nam,False,True,null,False
Yugo,"Binh Thanh, Ho Chi Minh",Viet Nam,True,False,Monday - Friday,True
Zalo,"District 11, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,False
ZALORA Group,"District 4, Ho Chi Minh",Singapore,False,True,Monday - Friday,False
ZERGITAS,"Cau Giay, Ha Noi",Viet Nam,False,True,Monday - Friday,False
ZIGExN VeNtura,"District 10, Ho Chi Minh",Japan,False,True,Monday - Friday,False
Zitga Studios,"Ha Noi, Ho Chi Minh",Viet Nam,False,True,Monday - Friday,True
